         ID           RA          DEC       z       hostRA      hostDec  Rpar E(B-V) local_u-g local_u-g_min local_u-g_max global_u-g global_u-g_min global_u-g_max localmass localmass_min localmass_max globalmass globalmass_min globalmass_max localssfr localssfr_min localssfr_max globalssfr globalssfr_min globalssfr_max incl hubble_resid hubble_residerr residbiascor      c  cerr cbiascor     x1 x1err x1biascor     mb mberr mbbiascor    r_a    r_b  theta       survey
     2006cq 13:24:25.099 +30:57:22.70  0.0495 13:24:25.437 +30:57:33.69 2.417    0.0     1.345         1.303         1.506      1.506          1.506          1.506     8.769         8.731         8.841     11.104         11.104         11.105    -10.63        -10.63        -10.63    -11.187        -11.187        -11.187 48.6       -0.052           0.085       -0.044  0.014 0.029    0.007 -0.083 0.510    -0.036 17.334 0.032    -0.018 31.337 21.237  50.05     Targeted
     2005iq 23:58:32.500 -18:42:33.00 0.03361 23:58:31.816 -18:42:50.11  4.73    0.2     -99.0         -99.0         -99.0      -99.0          -99.0          -99.0     8.202          8.06         8.274     10.826         10.826         10.826     -99.0         -99.0         -99.0      -99.0          -99.0          -99.0 57.9        0.110           0.065        0.024 -0.076 0.028   -0.023 -1.117 0.115    -0.014 16.573 0.032    -0.048 27.349 15.253 -72.48     Targeted
   SN2017ms 10:26:42.345 +36:40:49.90 0.02598 10:26:41.986 +36:40:53.42 2.131    0.2     -99.0         -99.0         -99.0      -99.0          -99.0          -99.0     7.792          7.79         7.799       8.79          8.769          8.792     -99.0         -99.0         -99.0      -99.0          -99.0          -99.0 55.3       -0.076           0.061        0.009 -0.087 0.033   -0.010  0.453 0.274    -0.004 15.548 0.037    -0.023 17.234 10.212  10.41 Not_Targeted
ASASSN-16av 11:51:28.254 +22:01:33.87 0.02803 11:51:28.215 +22:01:33.70 0.142   0.02     1.844         1.844         1.844      1.715          1.714          1.715    10.797        10.797        10.797     11.402         11.401         11.402     -99.0         -99.0         -99.0    -19.776        -19.776        -19.776 27.5       -0.077           0.062       -0.037  0.158 0.035    0.013  0.749 0.227     0.005 16.401 0.043     0.003 26.932 24.019 -52.05 Not_Targeted
ASASSN-16hr 22:25:31.768 +38:59:03.69 0.03083 22:25:31.584 +38:59:02.25 1.171    0.0     1.214         1.213         1.214      1.375          1.375          1.387     9.098         9.098         9.099      9.904          9.903          9.914    -8.517        -8.517        -8.508     -9.018         -9.018         -9.018 57.7       -0.056           0.058       -0.024  0.062 0.036    0.007  1.100 0.232     0.026 16.295 0.076    -0.004  17.01  9.532 -34.73 Not_Targeted
      12950 23:26:40.189 -00:50:25.00 0.08163 23:26:40.126 -00:50:25.79 0.959    0.0     0.985         0.965         1.113      0.946          0.946          0.947     8.943         8.916         8.953      9.895          9.895          9.898    -9.771        -9.855        -9.771      -9.06          -9.06          -9.06 36.0        0.027           0.061       -0.008  0.030 0.022    0.004 -0.389 0.083    -0.007 18.692 0.035     0.007  6.893  5.633 -85.59 Not_Targeted
ASASSN-16bq 14:11:26.504 +01:17:09.50 0.02543 14:11:26.213 +01:17:11.66 1.084   0.16     1.475         1.475         1.476       1.43           1.43           1.43     9.545         9.545         9.546     10.841         10.841         10.841   -38.121       -38.121       -38.121    -19.054        -19.054        -19.054 19.9        0.056           0.049       -0.012 -0.048 0.033   -0.001 -1.707 0.070    -0.015 16.040 0.044    -0.014 26.718  25.19 -46.43 Not_Targeted
ASASSN-17eb 15:38:34.022 +13:20:52.00 0.05087 15:38:33.497 +13:20:42.72  3.23    0.2     1.442         1.266         1.473      1.406          1.406          1.406     8.284         8.251         8.538     11.072         11.072         11.072   -19.054       -38.121       -18.332    -11.979        -11.979        -11.979 63.4       -0.230           0.077       -0.063  0.050 0.041    0.013 -1.493 0.210    -0.052 17.512 0.059    -0.014 25.784 12.438   1.32 Not_Targeted
    PS15bjg 22:55:10.423 -00:24:36.87 0.06763 22:55:10.014 -00:24:33.72 2.151    0.0     1.741         1.701         1.779      1.303          1.303          1.533     9.123         9.044          9.23     11.334         11.333         11.604   -13.056       -13.056       -11.617    -12.625         -42.46        -12.625 22.3        0.210           0.101        0.022 -0.128 0.047   -0.031 -0.909 0.269    -0.059 18.039 0.068    -0.067 17.066 15.839 -19.66 Not_Targeted
      1999X 08:54:32.230 +36:30:41.10 0.02645 08:54:31.831 +36:30:34.74  2.31   0.12     1.456         1.455         1.456      1.456          1.456          1.456     8.501           8.5         8.503     10.204         10.204         10.204    -10.69        -10.69        -10.69    -20.774        -20.774        -20.774 26.1       -0.073           0.109       -0.022  0.022 0.049    0.004 -0.536 0.550    -0.006 16.044 0.114    -0.008 19.852 17.907  58.57     Targeted
  Gaia16acv 11:59:49.784 +54:48:07.75 0.07834 11:59:49.769 +54:48:07.21   0.5    0.1     0.816         0.789         0.887      1.206          1.181          1.207     8.826         8.816         8.894      9.178          9.168          9.192    -9.248        -9.248        -9.234     -9.678         -9.859         -9.678 49.9        0.236           0.103        0.035 -0.134 0.040   -0.031  0.921 0.351     0.033 18.150 0.040    -0.068  5.325  3.523 -10.78 Not_Targeted
    PS16ccn 18:12:29.347 +31:16:47.58 0.02448 18:12:29.497 +31:16:48.59 2.215    0.0     -99.0         -99.0         -99.0      -99.0          -99.0          -99.0     7.866         7.854         7.881      8.148          7.813          8.172     -99.0         -99.0         -99.0      -99.0          -99.0          -99.0 41.0        0.236           0.052        0.041 -0.141 0.034   -0.029  0.642 0.104    -0.003 15.566 0.053    -0.049  6.041  4.629 -35.68 Not_Targeted
ASASSN-16hc 13:59:04.408 +33:08:20.45 0.05139 13:59:03.944 +33:08:17.91 1.931   0.16     1.456         1.456         1.456      1.456          1.456          1.456     8.731         8.729         8.759     10.834         10.834         10.834   -13.286       -20.774       -13.286      -99.0          -99.0          -99.0 36.2       -0.113           0.071       -0.001 -0.076 0.033   -0.007  1.197 0.307     0.059 16.938 0.036    -0.030 18.329 14.955  74.13 Not_Targeted
PSNJ0859349 08:59:34.902 +45:55:33.08 0.02929 08:59:34.486 +45:55:35.76 1.298   0.12     1.207         1.195         1.216      1.078          1.078          1.078     9.226         9.206         9.227     10.522         10.521         10.522     -8.93         -8.93         -8.93      -9.06          -9.06          -9.06 38.0        0.015           0.048       -0.028  0.056 0.032    0.007 -0.853 0.147     0.001 16.505 0.037    -0.005 26.176 20.887 -53.83 Not_Targeted
    2016afk 10:22:29.892 +15:05:47.79 0.04729 10:22:29.899 +15:05:46.88  0.33    0.2     0.529         0.528         0.529      1.182          0.529          1.195     8.921          8.92         8.923      9.774          9.448          9.794    -8.368        -8.374        -8.368     -8.697         -8.712         -8.697 33.3        0.102           0.058       -0.049  0.041 0.036    0.010 -0.247 0.220    -0.043 17.482 0.052    -0.012  8.738  7.363  84.48 Not_Targeted
       1241 22:30:41.409 -00:46:35.69  0.0886 22:30:41.140 -00:46:34.07 4.642    0.1     1.701         1.455         2.101      1.516          1.447           1.68     8.716         8.298         8.837     10.792         10.702         10.802     -99.0         -99.0         -99.0    -10.221        -10.221        -10.221 58.2       -0.078           0.065       -0.015  0.058 0.024    0.007 -0.542 0.079    -0.008 18.879 0.042     0.009  7.845  4.344  48.98 Not_Targeted
     2007nq 00:57:33.570 -01:23:18.99 0.04313 00:57:34.885 -01:23:27.30 4.459    0.2     1.019         0.991         1.058      1.585          1.585          1.586     8.701          8.61         8.781       11.4         11.377           11.4    -9.757        -9.757        -9.757    -10.528        -10.528        -10.528 18.0       -0.055           0.061       -0.031 -0.049 0.033   -0.001 -1.709 0.161    -0.064 17.141 0.047    -0.026 25.244  24.06  41.05     Targeted
 ATLAS16cpu 15:11:49.475 +46:15:03.60 0.01842 15:11:48.352 +46:15:14.24 4.449    0.2     1.456         1.455         1.456      1.456          1.455          1.456     8.605         8.582         8.607     10.249         10.248         10.249   -11.177       -11.177       -11.177    -11.549        -11.549        -11.549 56.5        0.099           0.066       -0.022  0.054 0.034    0.006 -0.957 0.197     0.001 15.579 0.039    -0.002 28.991 16.709  49.04 Not_Targeted
 ATLAS16dpb 02:57:34.052 +05:58:41.56 0.02222 02:57:33.662 +05:58:37.25 2.354    0.0     1.837         1.777         1.838      1.487          1.487          1.487       9.5         9.488         9.501     10.681         10.681         10.681   -27.001         -99.0       -25.556      -99.0          -99.0          -99.0 53.7        0.183           0.084       -0.046  0.101 0.045    0.009 -2.592 0.236    -0.073 16.432 0.105    -0.006 22.397 13.741  67.33 Not_Targeted
      1997E 06:47:38.099 +74:29:51.00 0.01318 06:47:38.746 +74:29:51.03 2.473    0.2     -99.0         -99.0         -99.0      -99.0          -99.0          -99.0     8.382         7.714         8.416      8.464          8.217          8.539     -99.0         -99.0         -99.0      -99.0          -99.0          -99.0 44.6        0.116           0.151       -0.025  0.041 0.032    0.005 -1.749 0.091    -0.019 14.929 0.073    -0.008  5.223   3.79  82.84     Targeted
     1998ef 01:03:26.869 +32:14:12.40 0.01663 01:03:26.347 +32:14:14.52 1.253    0.2      1.43          1.43          1.43      1.432          1.432          1.432     9.519         9.519         9.519      10.52          10.52          10.52   -21.221       -21.221       -21.221    -29.445        -29.445        -29.445 69.2       -0.297           0.126        0.027 -0.088 0.029   -0.022 -1.188 0.111    -0.008 14.594 0.051    -0.041 39.386 15.816  15.11     Targeted
  AT2016htn 02:11:29.055 -16:30:36.82 0.05277 02:11:28.213 -16:30:40.35 3.739   0.02     -99.0         -99.0         -99.0      -99.0          -99.0          -99.0     8.118         7.784         8.163     10.728         10.686         10.728     -99.0         -99.0         -99.0      -99.0          -99.0          -99.0 47.2        0.052           0.075       -0.065  0.082 0.036    0.015 -0.129 0.364    -0.059 17.780 0.042    -0.011 21.022 14.616 -71.84 Not_Targeted
ASASSN-16ay 07:12:14.259 +07:14:22.35 0.02919 07:12:15.117 +07:14:27.93 4.431    0.2     -99.0         -99.0         -99.0      -99.0          -99.0          -99.0      8.19         8.186         8.193     10.175         10.175         10.176     -99.0         -99.0         -99.0      -99.0          -99.0          -99.0 54.5        0.046           0.055       -0.043  0.218 0.035    0.017  1.010 0.181     0.027 16.760 0.054     0.007 22.751 13.725  -65.2 Not_Targeted
      12781 00:21:37.579 -01:00:35.89 0.08331 00:21:37.882 -01:00:38.10 2.619   0.18     1.407          1.22         1.596      1.528          1.527          1.528     8.547         8.504         8.675     10.754         10.754         10.781   -11.328       -11.543       -10.914      -99.0          -99.0          -99.0 30.0        0.186           0.082       -0.015  0.044 0.027    0.006 -1.812 0.185    -0.014 19.136 0.040     0.004 10.249  8.936 -52.05 Not_Targeted
     2006al 10:39:28.259 +05:11:00.30 0.06876 10:39:28.529 +05:11:01.24 2.755    0.0     1.284          1.26         1.443       1.43          1.406           1.43     8.811         8.715         8.901     10.248         10.247          10.25     -99.0         -99.0       -25.546    -13.477        -13.477        -13.477 42.2        0.110           0.070       -0.005 -0.091 0.033   -0.025 -1.401 0.212    -0.052 18.134 0.037    -0.076  6.704  5.047 -10.08     Targeted
     2006ej 00:38:59.770 -09:00:56.59 0.02033 00:39:00.237 -09:00:52.53 1.792    0.2     1.243         1.119         1.243       1.26           1.26           1.26     8.942         8.942         8.998     10.814         10.814         10.814   -11.402       -11.402       -11.402    -11.832        -11.832        -11.832 58.1       -0.086           0.105       -0.009 -0.030 0.024   -0.002 -1.487 0.047    -0.010 15.434 0.033    -0.014 35.793 19.874  57.96     Targeted
     2005lz 02:10:49.759 +34:58:58.19 0.04159 02:10:48.589 +34:59:04.86 3.731    0.2     -99.0         -99.0         -99.0      -99.0          -99.0          -99.0     8.289         8.245          8.47     10.251          10.25         10.251     -99.0         -99.0         -99.0      -99.0          -99.0          -99.0 18.8        0.026           0.082       -0.053  0.091 0.031    0.014 -1.195 0.135    -0.012 17.412 0.058    -0.008 21.133 20.053  -16.9     Targeted
       3592 01:16:12.580 +00:47:30.99 0.08578 01:16:12.700 +00:47:26.26 2.889    0.2     0.752         0.717         0.785      1.019          1.019          1.047     8.575         8.527         8.677     10.872         10.871         10.902    -8.863        -8.881        -8.841    -11.328        -11.328        -10.965 47.4       -0.037           0.059        0.000 -0.034 0.020   -0.002 -0.141 0.072    -0.010 18.514 0.030    -0.005  9.892  6.855   9.77 Not_Targeted
 ATLAS16bwu 01:14:22.230 -13:09:11.22 0.07204 01:14:22.741 -13:09:15.95  4.36    0.0     -99.0         -99.0         -99.0      -99.0          -99.0          -99.0     6.779         6.443         7.032     10.012           10.0         10.013     -99.0         -99.0         -99.0      -99.0          -99.0          -99.0 14.5       -0.072           0.085       -0.073  0.036 0.039    0.015  0.144 0.318    -0.064 18.187 0.045    -0.018  8.681  8.415  83.99 Not_Targeted
     2006en 23:10:05.059 +30:13:23.99 0.03163 23:10:04.689 +30:13:27.52 1.079    0.2     1.206         1.195         1.207      0.529          0.528          0.529     9.445          9.44         9.445     10.992         10.992          11.01    -10.63        -10.63        -10.63     -10.41         -10.41         -10.41 60.1       -0.015           0.086       -0.030  0.052 0.030    0.007 -0.437 0.106    -0.010 16.571 0.053    -0.008 46.821 24.726  69.75     Targeted
   SN2017mf 14:16:31.060 +39:35:10.87 0.02581 14:16:31.802 +39:35:20.43 2.529    0.0     -99.0         -99.0         -99.0      -99.0          -99.0          -99.0     8.819         8.818         8.819     10.802         10.802         10.802     -99.0         -99.0         -99.0      -99.0          -99.0          -99.0 57.8        0.218           0.048       -0.009 -0.047 0.032   -0.001  0.059 0.161    -0.008 15.995 0.035    -0.012 30.647  17.12  85.58 Not_Targeted
      21502 23:34:23.949 -00:53:25.19   0.088 23:34:24.085 -00:53:24.45 1.342   0.06     1.503         1.234         1.585      1.344          1.314          1.345       9.5          9.35         9.528     10.941          10.94         10.953   -42.454       -42.454       -14.726      -99.0          -99.0          -99.0 21.9       -0.020           0.072        0.003 -0.045 0.023   -0.004 -0.283 0.242    -0.012 18.577 0.038    -0.006  8.509  7.918  55.02 Not_Targeted
  Gaia16aki 15:59:10.569 +14:38:29.81 0.07386 15:59:10.384 +14:38:29.48 1.244   0.02     0.827         0.789         0.878      0.947          0.922          0.972      8.66         8.629         8.693     10.035         10.035         10.044    -8.977        -8.987        -8.977     -9.855        -10.029         -9.855 55.7        0.045           0.080       -0.028 -0.070 0.037   -0.004  0.563 0.182    -0.017 18.013 0.044    -0.038 13.364  7.844  44.38 Not_Targeted
 PTSS17-niq 14:20:16.657 +15:20:29.98 0.06891 14:20:16.160 +15:20:39.26 4.825    0.1      1.77         1.677         2.111      1.618          1.618          1.619     8.704         8.523         8.866     11.071          11.07         11.071   -11.607       -25.556       -11.392    -10.745        -10.766        -10.745 42.0       -0.077           0.089       -0.054 -0.020 0.039    0.007 -0.499 0.334    -0.052 18.001 0.048    -0.025 15.742 11.894  25.09 Not_Targeted
ASASSN-15bc 04:06:14.636 -08:53:08.19 0.03801 04:06:14.798 -08:53:10.93 0.967    0.2     -99.0         -99.0         -99.0      -99.0          -99.0          -99.0     8.527         8.522         8.533     10.531          10.53         10.531     -99.0         -99.0         -99.0      -99.0          -99.0          -99.0 56.6       -0.035           0.052       -0.034  0.064 0.031    0.008  0.619 0.167    -0.004 16.848 0.042    -0.007  25.22 14.516 -20.66 Not_Targeted
    PS15bdr 16:54:49.417 +36:43:30.70  0.0713 16:54:49.339 +36:43:39.21 4.224   0.08     2.121         2.092         2.129      1.455          1.454          1.455     8.865         8.745         8.933     10.716         10.716         10.716   -10.911       -10.911       -10.745      -99.0          -99.0          -99.0 26.6       -0.071           0.099       -0.108 -0.003 0.042    0.011 -2.265 0.248    -0.335 18.347 0.043    -0.027  9.379  8.429 -64.53 Not_Targeted
      2016W 02:30:39.716 +42:14:09.48  0.0197 02:30:38.463 +42:13:56.87 3.345    0.2     -99.0         -99.0         -99.0      -99.0          -99.0          -99.0     8.339         8.338         8.342     10.967         10.966         10.967     -99.0         -99.0         -99.0      -99.0          -99.0          -99.0 52.5       -0.126           0.063       -0.023  0.045 0.035    0.006 -1.407 0.114    -0.005 15.536 0.053    -0.004 39.202 24.641 -24.79 Not_Targeted
     2001en 01:25:22.900 +34:01:30.50 0.01531 01:25:22.323 +34:01:32.80 1.531   0.14     1.418         1.406         1.481      1.206          1.206          1.216     9.212         9.197         9.233     10.358         10.358         10.359   -20.774       -20.774       -20.774    -10.921        -10.921        -10.921 40.1       -0.179           0.135       -0.022  0.055 0.029    0.005 -1.125 0.086     0.001 14.920 0.045    -0.006 26.718 20.728  86.22     Targeted
     2008cf 14:07:32.560 -26:33:06.59 0.04715 14:07:32.392 -26:33:04.27 1.812    0.2     -99.0         -99.0         -99.0      -99.0          -99.0          -99.0      7.83         7.819         8.201      9.332          9.325          9.357     -99.0         -99.0         -99.0      -99.0          -99.0          -99.0 47.3       -0.030           0.092        0.063 -0.107 0.031   -0.031  1.353 0.419     0.173 16.771 0.047    -0.059 11.428  7.927  -9.74     Targeted
      14318 22:41:42.049 -00:08:12.90 0.05721 22:41:42.041 -00:08:12.67 0.526    0.0     1.689         1.684         1.696      1.503          1.452          1.565     9.875          9.86         9.889      9.961          9.811           9.98   -22.665         -99.0       -22.665    -29.445        -31.613        -16.889 45.5       -0.127           0.097       -0.008  0.036 0.031    0.005  0.956 0.268     0.036 17.545 0.065     0.004  6.782  4.853 -74.32 Not_Targeted
     2009ds 11:49:04.109 -09:43:44.90 0.02037 11:49:04.922 -09:43:47.62 1.009   0.06     -99.0         -99.0         -99.0      -99.0          -99.0          -99.0     8.922         8.922         8.923     10.567         10.566         10.567     -99.0         -99.0         -99.0      -99.0          -99.0          -99.0 53.1        0.008           0.113       -0.010 -0.025 0.031    0.000  0.512 0.135    -0.000 15.266 0.043    -0.010 52.771 32.767  -5.83     Targeted
     2009le 02:09:17.140 -23:24:44.79 0.01764 02:09:18.080 -23:24:53.75 2.457    0.0     -99.0         -99.0         -99.0      -99.0          -99.0          -99.0     9.191         9.181         9.191     10.869         10.869         10.869     -99.0         -99.0         -99.0      -99.0          -99.0          -99.0 50.5       -0.169           0.127       -0.022  0.048 0.033    0.005  0.039 0.122    -0.008 15.056 0.038    -0.006 37.696 24.688  15.92     Targeted
     2002dp 23:28:30.400 +22:25:44.00 0.01038 23:28:30.551 +22:25:51.08 1.846    0.0     1.456         1.418         1.456      2.121          2.121          2.121     8.156         8.153         8.211     11.029         11.029         11.029    -8.395        -8.395        -8.395    -10.512        -10.512        -10.512 68.5        0.118           0.186       -0.027  0.095 0.030    0.007 -0.279 0.227    -0.006 14.369 0.043    -0.005 35.006 14.386 -51.41     Targeted
     2005kc 22:34:07.339 +05:34:06.30 0.01448 22:34:06.727 +05:34:13.61 1.725    0.2     1.054         1.054         1.054      1.452          1.452          1.452     9.407         9.407         9.407     10.891         10.891         10.891   -11.065       -11.065       -11.065    -11.549        -11.549        -11.549 61.6       -0.000           0.137       -0.030  0.177 0.028    0.010 -0.725 0.048     0.006 15.296 0.074    -0.000 54.154 27.433 -77.32     Targeted
     2009an 12:22:47.400 +65:51:04.49 0.01044 12:22:46.761 +65:50:37.55 3.212   0.16     1.222         1.209         1.222      1.464          1.442          1.464     8.313         8.296         8.316     10.528         10.528         10.536   -22.659         -99.0       -21.214    -11.832        -11.832        -11.832 67.3       -0.008           0.184       -0.024  0.047 0.030    0.005 -1.414 0.099    -0.006 14.266 0.036    -0.007  64.35 27.553  50.76     Targeted
      2006N 06:08:31.240 +64:43:25.10 0.01402 06:08:30.355 +64:43:25.34  1.02   0.18     1.481         1.481         1.482      1.481          1.481          1.482     9.948         9.948         9.948     10.564         10.564         10.564     -99.0         -99.0         -99.0    -21.221        -21.221        -21.221 48.0        0.087           0.142       -0.012 -0.027 0.030   -0.002 -2.062 0.066    -0.030 14.876 0.060    -0.015 25.792 17.671 -15.52     Targeted
     1999ej 01:22:57.379 +33:27:57.99 0.01532 01:22:55.943 +33:28:17.20 3.798    0.2     -99.0         -99.0         -99.0      -99.0          -99.0          -99.0     7.856         7.853          8.53     10.581         10.581         10.581     -99.0         -99.0         -99.0      -99.0          -99.0          -99.0 48.9        0.180           0.142       -0.014 -0.015 0.036    0.001 -1.517 0.230    -0.010 15.123 0.066    -0.011 41.591 28.034  78.83     Targeted
     2006ac 12:41:44.860 +35:04:07.10 0.02348 12:41:44.522 +35:03:45.53 2.009   0.04     1.068         1.068         1.099      1.176          1.131          1.177      8.78         8.779         8.794     11.069         11.061         11.069   -10.258       -10.258       -10.258    -10.429        -10.429        -10.429 38.8       -0.097           0.098       -0.025  0.047 0.027    0.006 -1.030 0.069     0.000 15.904 0.031    -0.007 47.279 37.322  80.93     Targeted
     1998dk 00:14:32.159 -00:44:10.89 0.01209 00:14:31.826 -00:44:15.16 1.257   0.14     1.046         1.046         1.047      1.046          1.046          1.046      9.05         9.049          9.05      9.676          9.676          9.677    -9.419        -9.419        -9.419      -9.13          -9.13          -9.13 57.8       -0.220           0.166       -0.035  0.210 0.035    0.011 -0.092 0.191    -0.006 14.690 0.057     0.000 32.053 17.935  -7.16     Targeted
     2009kq 08:36:15.089 +28:04:01.70 0.01272 08:36:15.396 +28:03:36.97  3.53    0.2      1.43          1.43         1.442      1.206          1.206          1.207     8.641         8.638          8.65     10.307         10.307         10.307   -10.637       -11.392       -10.637      -9.06          -9.06          -9.06 20.3       -0.102           0.156       -0.016  0.001 0.031    0.002 -0.050 0.145    -0.010 14.274 0.044    -0.009 33.466 31.477  43.11     Targeted
     2005bo 12:49:41.029 -11:05:47.29 0.01519 12:49:41.513 -11:05:33.87  2.13    0.2     -99.0         -99.0         -99.0      -99.0          -99.0          -99.0     8.509         8.508          8.51     10.439         10.437         10.448     -99.0         -99.0         -99.0      -99.0          -99.0          -99.0 43.3       -0.207           0.133       -0.035  0.233 0.024    0.013 -1.119 0.145     0.006 15.421 0.034     0.003  39.03 28.916 -72.76     Targeted
     2007ae 17:01:51.949 +79:01:54.59 0.06458 17:01:49.374 +79:02:16.17 3.821    0.0     1.363         1.207         1.407      1.089          1.089          1.089     8.305         8.287         8.333     11.392         11.392         11.392   -12.727       -12.727       -12.723    -10.776        -10.776        -10.776 52.6       -0.215           0.066       -0.009  0.010 0.032    0.009  1.635 0.201     0.297 17.552 0.041    -0.024 33.776 21.222  69.79     Targeted
  SN2016esh 16:04:14.346 +16:41:24.87 0.04592 16:04:14.368 +16:41:24.78 0.077   0.16     1.456         1.456         1.456      1.418          1.417          1.456      9.17         9.147         9.173      9.937          9.878          9.939   -13.279       -13.279       -13.279      -99.0          -99.0        -25.546 17.8       -0.265           0.080       -0.007 -0.083 0.039   -0.010 -1.227 0.281    -0.007 16.846 0.048    -0.036  9.913  9.457   6.38 Not_Targeted
     530086 22:11:27.835 -00:01:47.07 0.04974 22:11:28.157 -00:01:45.03 3.119    0.2     0.802         0.789         0.802      1.222          1.218          1.406     8.998         8.992         9.017     10.413         10.396         10.434   -11.421       -11.421       -11.421    -33.782        -33.782         -17.61 56.6       -0.083           0.092        0.011  0.058 0.045    0.001  1.242 0.301     0.040 17.320 0.078     0.009 11.201  6.436 -25.81 Not_Targeted
     2007fb 23:56:52.369 +05:30:31.79 0.01741 23:56:51.501 +05:30:29.65 1.197    0.0     2.029         0.529         2.029      1.222          1.222          1.222      9.55         8.451          9.55     10.261         10.261         10.261    -9.932        -9.932        -9.932     -9.359         -9.359         -9.359 68.9        0.242           0.126        0.025 -0.085 0.032   -0.022 -1.560 0.204    -0.019 15.290 0.051    -0.040 58.567 23.778  12.19     Targeted
     2009na 10:47:01.420 +26:32:38.10  0.0217 10:47:02.649 +26:32:34.54 2.317    0.2     0.529         0.528         0.529      0.529          0.528          0.529     8.114         8.111         8.115      9.834          9.833          9.834     -9.76         -9.76         -9.76     -9.071         -9.071         -9.071 49.6       -0.045           0.105       -0.014 -0.014 0.028    0.001 -0.648 0.099    -0.002 15.544 0.034    -0.011 34.418 22.915  14.67     Targeted
     2005hj 01:26:48.270 -01:14:16.79 0.05689 01:26:48.424 -01:14:17.07 1.152    0.2     0.816         0.802         0.831      1.118          1.089          1.144     8.962         8.938         8.988      9.674          9.657          9.685     -9.06         -9.06         -9.06    -10.093        -10.123        -10.082 58.4        0.074           0.081        0.132 -0.039 0.032   -0.008  2.266 0.338     0.969 17.453 0.042    -0.030  7.246  3.991   3.64     Targeted
ASASSN-16bc 12:05:25.798 -21:24:01.60 0.03307 12:05:24.906 -21:23:56.95 3.535   0.06     -99.0         -99.0         -99.0      -99.0          -99.0          -99.0      8.31         8.297         8.383     10.521          10.52         10.521     -99.0         -99.0         -99.0      -99.0          -99.0          -99.0 39.8       -0.168           0.053        0.027 -0.121 0.033   -0.023  0.424 0.123    -0.005 15.908 0.047    -0.043  22.94 17.871  61.63 Not_Targeted
  SN2017cii 16:33:19.878 +23:43:52.58 0.03275 16:33:19.975 +23:43:56.56  1.95   0.14     1.099          1.02         1.218      0.845          0.844          0.845     8.376         8.358         8.397      9.777          9.753          9.778    -10.33       -12.198        -10.33     -8.681         -8.681         -8.681 57.5        0.151           0.052        0.007 -0.091 0.035   -0.011  0.362 0.174    -0.007 16.288 0.059    -0.028 15.868  8.933   3.23 Not_Targeted
     2002ck 15:47:00.750 -00:59:25.50 0.02988 15:47:00.411 -00:59:06.53 1.989    0.2     1.456         1.455         1.456       1.22           1.22          1.221     8.778         8.776         8.779     10.904         10.904         10.905   -15.446       -29.445       -14.726    -11.065        -11.065        -10.972 60.9       -0.019           0.088       -0.014 -0.028 0.030   -0.002  0.132 0.090    -0.016 16.123 0.068    -0.017  44.32 22.926  89.39     Targeted
     2007cb 13:58:17.200 -23:22:20.70 0.03698 13:58:17.149 -23:22:17.41 1.183    0.2     -99.0         -99.0         -99.0      -99.0          -99.0          -99.0     9.153         9.152         9.154     10.365         10.365         10.366     -99.0         -99.0         -99.0      -99.0          -99.0          -99.0 53.9        0.014           0.096        0.013 -0.069 0.059   -0.011  1.141 0.403     0.063 16.388 0.109    -0.031 21.154 12.927 -14.88     Targeted
PSNJ2043531 20:43:53.189 +12:30:30.56 0.01507 20:43:53.729 +12:30:43.70 1.704    0.2     -99.0         -99.0         -99.0      -99.0          -99.0          -99.0     8.708         8.707         8.708     10.556         10.556         10.556     -99.0         -99.0         -99.0      -99.0          -99.0          -99.0 55.2        0.329           0.093       -0.042  0.099 0.042    0.009 -2.534 0.153    -0.053 15.711 0.069    -0.007 56.066 33.295  73.98 Not_Targeted
     2008fr 01:11:49.140 +14:38:26.99 0.04031 01:11:49.206 +14:38:26.85 0.902   0.12     -99.0         -99.0         -99.0      -99.0          -99.0          -99.0     7.776         7.696         8.104      8.503          8.334          8.592     -99.0         -99.0         -99.0      -99.0          -99.0          -99.0 36.1       -0.016           0.078        0.024 -0.091 0.029   -0.024  0.566 0.113    -0.001 16.557 0.041    -0.051  4.035  3.293  37.84     Targeted
    PS15cku 01:24:22.531 +03:35:15.33  0.0236 01:24:22.390 +03:35:17.42 1.468    0.0     1.215         1.215         1.215       1.15           1.15           1.15     9.013         9.013         9.013      9.629          9.628          9.629    -8.947        -8.947        -8.947     -9.861         -9.861         -9.861 41.4        0.126           0.057       -0.015  0.000 0.033    0.003  0.906 0.186     0.007 15.726 0.039    -0.005 14.391 10.966  29.59 Not_Targeted
      19899 22:45:58.149 -00:38:55.39 0.09023 22:45:58.283 -00:38:55.92 2.758    0.0     1.034         0.165         1.418      0.202          0.164          0.541     7.135         6.509         7.563      7.795           7.71          8.224     -11.3       -11.723       -10.924     -9.116           -9.3         -9.116 50.0       -0.070           0.063        0.031 -0.136 0.022   -0.018  0.288 0.192    -0.020 18.244 0.041    -0.024  2.894  1.913 -10.81 Not_Targeted
     1999dq 02:33:59.680 +20:58:30.39  0.0129 02:34:00.008 +20:58:36.30 1.093   0.18      1.22         1.217         1.221      1.207          1.206          1.207      9.89          9.89         9.907     10.838         10.838         10.838   -10.776       -10.776       -10.776    -10.776        -10.776        -10.776 39.6       -0.239           0.151       -0.015  0.033 0.029    0.004  0.870 0.034     0.025 14.141 0.065    -0.005 38.884 30.368  71.49     Targeted
